Finger Type,Pressure,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6
Finger_Small_1,324.66,-10.76697995,3.591131285,14.89461217,25.09719091,36.73544707,46.26
Finger_Small_1,327.22,-10.81136267,3.55402301,14.85883027,25.06984317,36.69907081,47.12
Finger_Small_1,329.77,-10.88308193,3.473911799,14.76313365,24.96005158,36.53781549,47.1
Finger_Small_1,332.33,-11.02476149,3.276803362,14.50035451,24.61658618,36.0226066,46.94
Finger_Small_1,334.89,-10.98400525,3.39009279,14.69084814,24.91085957,36.47426816,46.38
Finger_Small_1,337.44,-11.04677958,3.331158137,14.63433988,24.85981103,36.40265733,46.91
Finger_Small_1,340,-15.16231008,-8.176572079,-4.614749886,-2.448356925,-0.635493239,46.85
Finger_Small_2,0,-14.55493271,-7.358261185,-3.580799451,-1.227851545,0.765272685,1.045845868
Finger_Small_2,4.15,-14.2611228,-6.945681609,-3.053547114,-0.59161271,1.5080672,1.628773161
Finger_Small_2,8.29,-14.18243524,-6.807715851,-2.848453479,-0.342936642,1.772980505,2.812823363
Finger_Small_2,12.44,-14.18300396,-6.773797213,-2.766403144,-0.243391784,1.854132793,3.756320454
Finger_Small_2,16.59,-14.11176384,-6.641255729,-2.56468164,0.006560066,2.126329084,4.071213471
Finger_Small_2,20.73,-13.91917611,-6.336142912,-2.151433654,0.525067185,2.740726803,4.14382537
Finger_Small_2,24.88,-13.95562632,-6.347122134,-2.120349806,0.567258247,2.756867866,4.468113652
Finger_Small_2,29.02,-13.80353131,-6.087329969,-1.756393645,1.032712974,3.312046495,5.244201135
Finger_Small_2,33.17,-13.48454805,-5.575121882,-1.077960385,1.906232753,4.392835393,5.23056909
Finger_Small_2,37.32,-12.53955154,-4.120579527,0.758752104,4.289097522,7.424334547,5.92890538
Finger_Small_2,41.46,-11.97063841,-3.192944534,1.958052041,5.876850374,9.460103549,7.325627181
Finger_Small_2,45.61,-11.74940927,-2.764020433,2.56066978,6.69939231,10.51679793,11.34818576
Finger_Small_2,49.76,-11.66941788,-2.537656898,2.922087647,7.210772836,11.17386209,14.06214264
Finger_Small_2,53.9,-11.53435267,-2.220496978,3.401084375,7.883039147,12.04767232,15.45027588
Finger_Small_2,58.05,-11.4437054,-1.964037957,3.81094162,8.468377829,12.81296799,16.29219182
Finger_Small_2,62.19,-11.31192932,-1.636084213,4.317624126,9.18870753,13.76324456,17.42852208
Finger_Small_2,66.34,-11.17931983,-1.299468598,4.843400333,9.940257684,14.76233605,18.41474386
Finger_Small_2,70.49,-11.12792733,-1.086172455,5.217594172,10.49044002,15.49829074,19.65066576
Finger_Small_2,74.63,-11.25739568,-1.165541333,5.21080211,10.52176627,15.53988854,20.94976479
Finger_Small_2,78.78,-11.30329139,-1.110910934,5.378349835,10.79080074,15.90241901,21.88712322
Finger_Small_2,82.93,-11.26548838,-0.914141276,5.738178257,11.3253574,16.62654913,21.88156052
Finger_Small_2,87.07,-11.21870119,-0.699389254,6.127002206,11.90190629,17.4121521,22.31121474
Finger_Small_2,91.22,-11.05051022,-0.272848593,6.815805237,12.89734631,18.7758544,23.22664878
Finger_Small_2,95.36,-10.5958489,0.630092244,8.193069262,14.85424604,21.47815015,24.22121174
Finger_Small_2,99.51,-10.6748937,0.644505911,8.327812266,15.08516375,21.808046,25.98315417
Finger_Small_2,103.66,-10.62370104,0.871676404,8.770209038,15.74431293,22.73550805,29.50630686
Finger_Small_2,107.8,-10.67211122,0.932420643,8.972326159,16.06773693,23.19829407,29.8704627
Finger_Small_2,111.95,-10.72811603,0.976795748,9.1484362,16.35346788,23.60975376,31.01694277
Finger_Small_2,116.1,-10.75811245,1.06153346,9.38373734,16.72087362,24.13736625,31.55065257
Finger_Small_2,120.24,-10.71462158,1.266084038,9.801623453,17.34301181,25.02660693,32.01661533
Finger_Small_2,124.39,-10.83106748,1.197727728,9.799372248,17.37443761,25.0829799,32.63128496
Finger_Small_2,128.54,-10.8202115,1.340363005,10.12093764,17.85878636,25.78163161,33.70628542
Finger_Small_2,132.68,-10.74972162,1.577755322,10.59232344,18.55161896,26.78028709,33.71439953
Finger_Small_2,136.83,-10.61359719,1.913289869,11.22364706,19.46568053,28.10104739,34.53969127
Finger_Small_2,140.97,-10.64278186,1.975051462,11.41746576,19.76555268,28.54533263,35.73676263
Finger_Small_2,145.12,-10.74172117,1.919226714,11.41586463,19.79023017,28.59402567,37.32210561
Finger_Small_2,149.27,-10.8277181,1.877886458,11.43131199,19.8365307,28.67329522,37.81074274
Finger_Small_2,153.41,-10.86648531,1.908802401,11.55946362,20.03868747,28.97712923,37.81339479
Finger_Small_2,157.56,-10.94614164,1.865526638,11.55930775,20.0589648,29.01797281,37.85670982
Finger_Small_2,161.71,-10.97906525,1.895567044,11.67533053,20.24037767,29.29166211,38.17719806
Finger_Small_2,165.85,-10.96404305,2.001748481,11.91400401,20.59202932,29.81263967,38.17924851
Finger_Small_2,170,-11.12683747,1.796770157,11.62422451,20.19989005,29.25329428,38.46675849
Finger_Small_2,174.14,-11.18456508,1.765548327,11.62032275,20.20730047,29.27331037,39.05377421
Finger_Small_2,178.29,-11.22906908,1.751709551,11.64028971,20.24664613,29.33919735,38.34054249
Finger_Small_2,182.44,-11.28361152,1.713383871,11.61340531,20.21833622,29.30616866,38.32965977
Finger_Small_2,186.58,-11.43460776,1.48179278,11.25033857,19.71247759,28.57776228,38.37709882
Finger_Small_2,190.73,-11.31463602,1.765156242,11.76461583,20.4469085,29.654266,38.30852206
Finger_Small_2,194.88,-11.49235399,1.465927056,11.27457037,19.7582921,28.65713164,37.4066675
Finger_Small_2,199.02,-11.55112889,1.387678656,11.15931122,19.59840965,28.43006833,38.67605065
Finger_Small_2,203.17,-11.55082346,1.425947272,11.24123251,19.7177981,28.6091752,37.46143155
Finger_Small_2,207.32,-11.61306663,1.326691799,11.08211305,19.4931915,28.28676089,37.17209584
Finger_Small_2,211.46,-11.50459902,1.585540504,11.53939707,20.14503039,29.2425821,37.37366899
Finger_Small_2,215.61,-11.48884509,1.644517236,11.64822737,20.30036742,29.47444281,36.97539303
Finger_Small_2,219.75,-11.48465279,1.67625215,11.70739046,20.38464917,29.60225695,38.11033697
Finger_Small_2,223.9,-11.47551413,1.715216525,11.77674014,20.48297783,29.75052906,38.37903389
Finger_Small_2,228.05,-11.48444875,1.713664144,11.77419796,20.47893143,29.7484792,38.52573848
Finger_Small_2,232.19,-11.44404692,1.813235632,11.9442257,20.71971824,30.10578736,38.69856963
Finger_Small_2,236.34,-11.35488039,2.00969006,12.27837494,21.19270642,30.80561606,38.69535755
Finger_Small_2,240.49,-11.30536004,2.12179714,12.46545513,21.4570115,31.19921895,39.11871342
Finger_Small_2,244.63,-11.26765386,2.208566824,12.60764058,21.65791934,31.49971619,39.94442469
Finger_Small_2,248.78,-11.22106521,2.311472935,12.77578807,21.89569312,31.85518508,40.4095684
Finger_Small_2,252.92,-11.18475936,2.393433583,12.90735326,22.08225609,32.13526948,40.7664876
Finger_Small_2,257.07,-11.12569575,2.518173359,13.10968072,22.36896414,32.56444743,41.18803667
Finger_Small_2,261.22,-11.04239955,2.68650306,13.38279427,22.75552349,33.1431458,41.52283024
Finger_Small_2,265.36,-10.98017463,2.814125435,13.58650495,23.04513332,33.57870081,42.03045331
Finger_Small_2,269.51,-10.9425984,2.897115407,13.71615832,23.23193095,33.86157953,42.70938996
Finger_Small_2,273.66,-10.90829793,2.975193973,13.83790505,23.40892313,34.13029734,43.22325152
Finger_Small_2,277.8,-10.92337937,2.967123764,13.82143598,23.39400653,34.11220641,43.56313008
Finger_Small_2,281.95,-10.83843011,3.137577987,14.09283321,23.78333871,34.69988948,43.88784388
Finger_Small_2,286.09,-10.70164423,3.393587814,14.49656024,24.35790506,35.56793405,43.88784388
Finger_Small_2,290.24,-10.61990138,3.554084527,14.74656474,24.71944537,36.11791274,44.57634771
Finger_Small_2,294.39,-10.63040795,3.565745007,14.76656383,24.76399995,36.19082251,45.57785444
Finger_Small_2,298.53,-10.60756525,3.63469058,14.87706637,24.93656834,36.45744306,46.21887524
Finger_Small_2,302.68,-10.54223358,3.774170733,15.09549875,25.26122345,36.95505526,46.3277228
Finger_Small_2,306.83,-10.51257605,3.859286843,15.23267258,25.47610994,37.2877599,46.65374946
Finger_Small_2,310.97,-10.49446353,3.929593602,15.34964736,25.66612529,37.5837521,47.23697906
Finger_Small_2,315.12,-10.59367598,3.820929726,15.2082134,25.50175435,37.34201282,47.63729063
Finger_Small_2,319.27,-10.66371201,3.762000176,15.1458299,25.44988646,37.27153299,47.99756318
Finger_Small_2,323.41,-10.79401236,3.610604006,14.95608098,25.2236673,36.93656494,47.76410617
Finger_Small_2,327.56,-10.87156601,3.549201874,14.90380378,25.19233824,36.89807832,47.72029506
Finger_Small_2,331.7,-11.19554232,3.074572368,14.26391891,24.33741974,35.61095706,47.38147275
Finger_Small_2,335.85,-15.52856512,-8.637495639,-5.164318111,-3.104656892,-1.442820692,47.37290066
Finger_Small_2,340,-14.95105588,-7.890460906,-4.245773931,-2.020760185,-0.164260297,45.95265667
