Configuration,Pressure,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6
DS10DS10_2_0,76,-14.370651366914721,-10.79087894901235,-10.124140548100687,-10.498874462750486,-11.344317615432335,-12.54777571
DS10DS10_2_0,80,-14.400563281328001,-10.889459344167705,-10.2962737200159,-10.743273789029788,-11.663122390844759,-12.94884617
DS10DS10_2_0,84,-14.437797715459345,-11.004412595043252,-10.49499637945135,-11.02429648195095,-12.028681637505162,-13.40721241
DS10DS10_2_0,88,-14.482420257429636,-11.135724573913658,-10.720330732987103,-11.341924498135377,-12.440981906692517,-13.92287442
DS10DS10_2_0,92,-14.511599676857509,-11.234483271356082,-10.892837288569075,-11.586662804534392,-12.75999077693265,-14.32394488
DS10DS10_2_0,96,-14.54817625217018,-11.349630407284828,-11.091989156574765,-11.868076646054519,-13.125811741382432,-14.78231111
DS10DS10_2_0,100,-14.57687160623483,-11.44857274352446,-11.264812960915,-12.11321165124576,-13.445119271021337,-15.18338157
DS10DS10_2_0,104,-14.613008660039116,-11.563919540520416,-11.464322445349419,-12.395062218271745,-13.811286979377517,-15.64174781
DS10DS10_2_0,108,-14.648945845612511,-11.679386077675467,-11.66403815841244,-12.677173840779139,-14.177673633723195,-16.10011404
DS10DS10_2_0,112,-14.684688964423735,-11.794986046116719,-11.8639755295608,-12.959577244940846,-14.544310497579144,-16.55848028
DS10DS10_2_0,116,-14.712480047762575,-11.894417197604147,-12.037597699424133,-13.20583791532215,-14.864543440603747,-16.95955074
DS10DS10_2_0,120,-14.740046654695275,-11.993992742959147,-12.21144284167325,-13.452446648869985,-15.18506712674386,-17.36062119
DS10DS10_2_0,124,-14.77518975141776,-12.110048816429494,-12.412099682641585,-13.735893649115436,-15.552607887066266,-17.81898743
DS10DS10_2_0,128,-14.810164030459678,-12.226286920061263,-12.613034362697796,-14.019742178356971,-15.920509795295104,-18.27735366
DS10DS10_2_0,132,-14.82928686761093,-12.310012419190777,-12.761034351327684,-14.231063274577052,-16.195332113598536,-18.62112834
DS10DS10_2_0,136,-14.863889465132207,-12.426619441038238,-12.96252577817637,-14.515777099414638,-16.563999830412715,-19.07949458
DS10DS10_2_0,140,-14.890462847079169,-12.527062906849483,-13.13768602490018,-14.76447258678452,-16.886333972902662,-19.48056503
DS10DS10_2_0,144,-14.924753137899016,-12.644094869758653,-13.339802989596727,-15.050147634696488,-17.255874668302656,-19.93893127
DS10DS10_2_0,148,-14.943072917740881,-12.728545467441355,-13.48889049694164,-15.263317966640077,-17.532278921199627,-20.28270595
DS10DS10_2_0,152,-14.977057929363855,-12.846023460807734,-13.691659004678542,-15.550027326999922,-17.90275668836117,-20.74107218
DS10DS10_2_0,156,-15.002974808177276,-12.947316219410013,-13.868068117071054,-15.800760303100075,-18.226903463377166,-21.14214264
DS10DS10_2_0,160,-15.020788749743797,-13.032384339698348,-14.01807186525373,-16.015498923560465,-18.50467089005668,-21.48591732
DS10DS10_2_0,164,-15.046416073353113,-13.13412878088327,-14.195142848966128,-16.267338971323948,-18.829800690751732,-21.88698777
DS10DS10_2_0,168,-15.071923469942957,-13.236120089790074,-14.372570759257712,-16.51976281401766,-19.15545913875815,-22.28805823
DS10DS10_2_0,172,-15.177888891959562,-13.503718222401176,-14.818565948332427,-17.13868495065094,-19.951209250190356,-23.26208648
DS10DS10_2_0,176,-15.12262805361889,-13.440878541685121,-14.72854133891924,-17.026423056299755,-19.808428850120446,-23.09019914
DS10DS10_2_0,180,-15.147851409924023,-13.543663505045437,-14.90710601994251,-17.280688555644282,-20.13577255763604,-23.4912696
DS10DS10_2_0,184,-15.253930128864504,-13.812661998642639,-15.35486835267021,-17.901935295138117,-20.933997611884358,-24.46529785
DS10DS10_2_0,188,-15.198109806025753,-13.750090033401145,-15.265449196346243,-17.79115851505779,-20.792255698517504,-24.29341051
DS10DS10_2_0,192,-15.215128045252115,-13.83715085493122,-15.41835486806626,-18.01072625831697,-21.074358161754944,-24.63718519
DS10DS10_2_0,196,-15.232117546055306,-13.924488598922721,-15.571660356685925,-18.230942968827936,-21.357052600434034,-24.98095987
DS10DS10_2_0,200,-15.346353674984739,-14.212028380073523,-16.048750920867345,-18.89213861805314,-22.20580201663889,-26.0122839
DS10DS10_2_0,204,-15.379647080501526,-14.333540591926702,-16.257043182176055,-19.18727839040493,-22.584283265108876,-26.47065014
DS10DS10_2_0,208,-15.307229613509566,-14.23823653519959,-16.114967819199375,-19.00576629945992,-22.35030390952242,-26.18417124
DS10DS10_2_0,212,-15.413554174260906,-14.510672486845756,-16.567020260620943,-19.632830098054658,-23.154610899386828,-27.15819949
DS10DS10_2_0,216,-15.438761777747619,-14.616481273991694,-16.74972013875045,-19.893397948857885,-23.487965190818805,-27.55926995
DS10DS10_2_0,220,-15.464041640495534,-14.722653242814769,-16.932913916707935,-20.154698451120936,-23.822025154497886,-27.9603404
DS10DS10_2_0,224,-15.47306785917285,-14.795607408226925,-17.0624863899983,-20.34319392545219,-24.06230930902599,-28.2468193
DS10DS10_2_0,228,-15.498552085555708,-14.902500250111302,-17.24667240928934,-20.60595839773555,-24.39778156283474,-28.64788976
DS10DS10_2_0,232,-15.532333078121866,-15.026609820648165,-17.45847255390514,-20.90626936453313,-24.781266850851527,-29.10625599
DS10DS10_2_0,236,-15.549942437607557,-15.1174728336985,-17.616636927418362,-21.13375269870974,-25.070953300064243,-29.45003067
DS10DS10_2_0,240,-15.575890571282784,-15.225571775635562,-17.802436642037218,-21.39879247043495,-25.40867143103905,-29.85110113
DS10DS10_2_0,244,-15.61018205228077,-15.350958248778365,-18.01591288713701,-21.701415933466965,-25.79445892037229,-30.30946736
DS10DS10_2_0,248,-15.636538604390898,-15.459921591438547,-18.202849107868488,-21.967999200069578,-26.133723967309457,-30.71053782
DS10DS10_2_0,252,-15.646894672844454,-15.535553191198776,-18.336104818411826,-22.161702333228888,-26.379147394329777,-30.99701672
DS10DS10_2_0,256,-15.665688657020361,-15.628500654713092,-18.497069835320122,-22.392996313969533,-26.672668128448525,-31.34079139
DS10DS10_2_0,260,-15.684812908282336,-15.721899746156598,-18.658633923336687,-22.625065347399577,-26.966992320299934,-31.68456607
DS10DS10_2_0,264,-15.712341458728572,-15.832654840573829,-18.847941831903004,-22.894750384865887,-27.309439376944614,-32.08563653
DS10DS10_2_0,268,-15.740216105911566,-15.943895708874361,-19.037877605707138,-23.16521968790383,-27.65270525820698,-32.48670698
DS10DS10_2_0,272,-15.76045580418631,-16.038733227076236,-19.201323166907596,-23.39964333679647,-27.94950785309037,-32.83048166
DS10DS10_2_0,276,-15.781146179294192,-16.134078435215194,-19.365426803542928,-23.634859545304526,-28.247166667349358,-33.17425634
DS10DS10_2_0,280,-15.810264151963752,-16.246838751234847,-19.55732102361435,-23.90769470447822,-28.592956970087712,-33.57532679
DS10DS10_2_0,284,-15.839839430245089,-16.36013095825242,-19.74989047645729,-24.181315160845223,-28.939595418646796,-33.97639725
DS10DS10_2_0,288,-15.869900209205678,-16.473966039891838,-19.943146174153384,-24.45571880383452,-29.287086901921327,-34.37746771
DS10DS10_2_0,292,-15.892614729630253,-16.571471940500416,-20.110008528147976,-24.69411482770363,-29.588242795741646,-34.72124238
DS10DS10_2_0,296,-15.908132339330413,-16.65269505118109,-20.25053194196274,-24.896537858338892,-29.8431520675856,-35.00772128
DS10DS10_2_0,300,-15.939928496895092,-16.768252100403906,-20.445957297366203,-25.173326690605446,-30.19332842002293,-35.40879174
DS10DS10_2_0,304,-15.972335907548178,-16.884403332956868,-20.642119944211164,-25.45089180623421,-30.54438531744271,-35.8098622
DS10DS10_2_0,308,-15.990000950677885,-16.9675065329489,-20.784987628381273,-25.655781919953995,-30.802209935912853,-36.09634109
DS10DS10_2_0,312,-16.008531459687205,-17.05130583703705,-20.92870487777886,-25.86152311559364,-31.061091720738705,-36.38281999
DS10DS10_2_0,316,-16.043137376593144,-17.169380195404727,-21.12724267460191,-26.141497115242036,-31.415005385486378,-36.78389045
DS10DS10_2_0,320,-16.063418904628797,-17.25459058211922,-21.272677967059202,-26.348922060573294,-31.675984772964405,-37.07036934
DS10DS10_2_0,324,-16.107141035227986,-17.39075736482296,-21.49978879868613,-26.66711083473836,-32.07869984486211,-37.52873558
DS10DS10_2_0,328,-16.129284058891578,-17.477433401172902,-21.64699523721611,-26.876207986255828,-32.34179831888355,-37.81521448
DS10DS10_2_0,332,-16.15988278734761,-17.58159463336866,-21.822020881009962,-27.12275214149612,-32.65281620165591,-38.15898916
DS10DS10_2_0,336,-16.176883592013432,-17.65325623951245,-21.9443282434507,-27.297049626428983,-32.87153462896176,-38.38817227
DS10DS10_2_0,340,-16.209675386077947,-17.759053990374753,-22.121289623643765,-27.545313089719446,-33.184847556434825,-38.73194695
DS10DS10_2_0,344,-16.243572556357453,-17.86567135224975,-22.299215996786035,-27.794403087042294,-33.49926914419008,-39.07572163
DS10DS10_2_0,348,-16.278620405421513,-17.973130092319238,-22.478127914953973,-28.044319279889844,-33.81481508135913,-39.41949631
DS10DS10_2_0,352,-16.30078926918231,-18.048505560192623,-22.604737141313247,-28.22231125700501,-34.038734778982686,-39.64867942
DS10DS10_2_0,356,-16.33841846842365,-18.15780530079612,-22.78577874315717,-28.4739775327336,-34.35675544148827,-39.9924541
DS10DS10_2_0,360,-16.36356277171546,-18.235269484777692,-22.914754995288938,-28.65390201345651,-34.58353379961843,-40.22163722
DS10DS10_2_0,364,-16.403981227637598,-18.34652364506994,-23.098032794980643,-28.907338055360665,-34.904131811882,-40.5654119
DS10DS10_2_0,368,-16.44579790480597,-18.45874532800784,-23.282414312604516,-29.16160766681809,-35.2259545679151,-40.90918657
DS10DS10_2_0,372,-16.48240474210143,-18.55574761407714,-23.441525431809193,-29.380588772525073,-35.50310736262351,-41.19566547
DS10DS10_2_0,376,-16.520673691282433,-18.653886681056857,-23.60190477529293,-29.600522502917503,-35.781738525837696,-41.48214437
DS10DS10_2_0,380,-16.55416994849697,-18.737109986717915,-23.737302520613767,-29.78540517992704,-36.016178171949726,-41.71132749
DS10DS10_2_0,384,-16.60883737931121,-18.869731239721713,-23.95280756206716,-30.079217186741772,-36.3891428769486,-42.11239794
DS10DS10_2_0,388,-16.646035792602582,-18.955463880427445,-24.09096570269084,-30.266113772872778,-36.626825722627046,-42.34158106
DS10DS10_2_0,392,-16.69154004735154,-19.05849238470924,-24.2567338571013,-30.489932364532837,-36.91169620286825,-42.62805996
DS10DS10_2_0,396,-16.732861587501567,-19.147025564253553,-24.397916486043883,-30.679000063015366,-37.15300024911308,-42.85724308
DS10DS10_2_0,400,-16.77033182475226,-19.221329913697218,-24.51475259902777,-30.833521954815396,-37.351149221624276,-43.02913041
DS10DS10_2_1,0,-13.548836719080539,-8.447499620606512,-6.119075999015637,-4.80021054849192,-3.94215715162562,-3.356959722
DS10DS10_2_1,4,-13.520686608794167,-8.402991096906115,-6.064373285706701,-4.733259367142161,-3.861887334236112,-3.272734926
DS10DS10_2_1,8,-13.493057919542384,-8.359467111929664,-6.010315583967245,-4.666896678477541,-3.7823815145277,-3.18851013
DS10DS10_2_1,12,-13.466143465258034,-8.317394273455369,-5.957674695325883,-4.602212769748425,-3.7050277228684934,-3.106004207
DS10DS10_2_1,16,-13.439694655960555,-8.276212191004443,-5.905607264696795,-4.538047567860726,-3.628335427878518,-3.023498285
DS10DS10_2_1,20,-13.413398954974745,-8.23519854761302,-5.853007732062453,-4.472875550192009,-3.5503439224696836,-2.938700531
DS10DS10_2_1,24,-13.388734868802146,-8.197869144993797,-5.805470276377482,-4.4145039790946665,-3.4810477021295774,-2.86364306
DS10DS10_2_1,28,-13.36501234914058,-8.162637860056735,-5.760537831562972,-4.35952422400032,-3.4160800497281536,-2.793169251
DS10DS10_2_1,32,-13.342474503034316,-8.1301244072733,-5.719238973070691,-4.3093832836097885,-3.3572933446389452,-2.729570936
DS10DS10_2_1,36,-13.319896488676557,-8.097422759191064,-5.67699969127167,-4.257722976006781,-3.2965323103754316,-2.663107832
DS10DS10_2_1,40,-13.29705808077768,-8.064001739677419,-5.632998762559768,-4.203412400776026,-3.232338010089097,-2.592061065
DS10DS10_2_1,44,-13.27354104572401,-8.028836902831191,-5.585621869966496,-4.144214978278763,-3.161831842425607,-2.512992889
DS10DS10_2_1,48,-13.251111215531608,-7.996231369689339,-5.541760714836333,-4.089745220992053,-3.097343256194911,-2.440800207
DS10DS10_2_1,52,-13.22865168504692,-7.963482730636263,-5.497133803480388,-4.034050211982166,-3.031229496849191,-2.366315694
DS10DS10_2_1,56,-13.206749686221167,-7.9320493480234875,-5.454104249540283,-3.9804349335921683,-2.9677282524895587,-2.294695969
DS10DS10_2_1,60,-13.185377803237118,-7.90189160134613,-5.41264336532521,-3.9288716671969723,-2.9068009594540776,-2.225941034
